Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.56     0.00     2664     0.00     0.00  boost::enable_if<boost::icl::is_container<boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator> >, boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::iterator>::type boost::icl::cyclic_prior<boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator> >(boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>&, boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::iterator)
  0.00      0.56     0.00     2664     0.00     0.00  boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::begin()
  0.00      0.56     0.00     2664     0.00     0.00  std::set<boost::icl::discrete_interval<int, std::less>, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::begin() const
  0.00      0.56     0.00     2664     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::begin() const
  0.00      0.56     0.00     2664     0.00     0.00  std::operator==(std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> > const&, std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> > const&)
  0.00      0.56     0.00     2000     0.00     0.04  DisjointIntervalSet::insert(int, int)
  0.00      0.56     0.00     2000     0.00     0.17  boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::add(boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     2000     0.00     0.17  boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::_add(boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     2000     0.00     0.17  boost::enable_if<boost::icl::is_interval_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator> >, boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator> >::type& boost::icl::add<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator> >(boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>&, boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::segment_type const&)
  0.00      0.56     0.00     2000     0.00     0.17  boost::enable_if<boost::icl::is_intra_derivative<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, boost::icl::discrete_interval<int, std::less> >, boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator> >::type& boost::icl::operator+=<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, boost::icl::discrete_interval<int, std::less> >(boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>&, boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1995     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_get_insert_unique_pos(boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1983     0.00     0.00  std::set<boost::icl::discrete_interval<int, std::less>, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::insert(boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1983     0.00     0.00  std::pair<std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> >, bool>::pair<std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> >, bool, true>(std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> >&&, bool&&)
  0.00      0.56     0.00     1983     0.00     0.00  std::pair<std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> >, bool>::pair<std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> >&, bool&, true>(std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> >&, bool&)
  0.00      0.56     0.00     1983     0.00     0.00  std::pair<std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> >, bool> std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_insert_unique<boost::icl::discrete_interval<int, std::less> const&>(boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1983     0.00     0.00  std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> >& std::forward<std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> >&>(std::remove_reference<std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> >&>::type&)
  0.00      0.56     0.00     1983     0.00     0.00  bool& std::forward<bool&>(std::remove_reference<bool&>::type&)
  0.00      0.56     0.00     1983     0.00     0.00  std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> >&& std::forward<std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> > >(std::remove_reference<std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> > >::type&)
  0.00      0.56     0.00     1983     0.00     0.00  bool&& std::forward<bool>(std::remove_reference<bool>::type&)
  0.00      0.56     0.00     1981     0.00     0.00  boost::icl::discrete_interval<int, std::less>::discrete_interval()
  0.00      0.56     0.00     1981     0.00     0.16  boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::add_main(boost::icl::discrete_interval<int, std::less>&, std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> >&, std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> > const&)
  0.00      0.56     0.00     1981     0.00     0.00  boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::add_rear(boost::icl::discrete_interval<int, std::less> const&, std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> >&)
  0.00      0.56     0.00     1981     0.00     0.00  boost::icl::interval_base_set<boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>, int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::add_front(boost::icl::discrete_interval<int, std::less> const&, std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> >&)
  0.00      0.56     0.00     1981     0.00     0.17  boost::icl::split_interval_set<int, std::less, boost::icl::discrete_interval<int, std::less>, std::allocator>::add_over(boost::icl::discrete_interval<int, std::less> const&, std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> >)
  0.00      0.56     0.00     1981     0.00     0.00  std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> > boost::prior<std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> > >(std::_Rb_tree_const_iterator<boost::icl::discrete_interval<int, std::less> >)
  0.00      0.56     0.00     1981     0.00     0.01  std::set<boost::icl::discrete_interval<int, std::less>, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::lower_bound(boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1981     0.00     0.00  std::set<boost::icl::discrete_interval<int, std::less>, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::upper_bound(boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1981     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base* const&)
  0.00      0.56     0.00     1981     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::upper_bound(boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1981     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_lower_bound(std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >*, std::_Rb_tree_node_base*, boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1981     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_upper_bound(std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >*, std::_Rb_tree_node_base*, boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1768     0.00     0.00  rb_rotate_left(rb_tree*, rb_node*)
  0.00      0.56     0.00     1625     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_rightmost()
  0.00      0.56     0.00     1618     0.00     0.00  DisjointIntervalTree::DisjointIntervalTree(int, int)
  0.00      0.56     0.00     1618     0.00     0.00  DisjointIntervalTree::~DisjointIntervalTree()
  0.00      0.56     0.00     1617     0.00     0.00  void __gnu_cxx::new_allocator<DisjointIntervalTree>::destroy<DisjointIntervalTree>(DisjointIntervalTree*)
  0.00      0.56     0.00     1617     0.00     0.00  void __gnu_cxx::new_allocator<DisjointIntervalTree>::construct<DisjointIntervalTree, int&, int&>(DisjointIntervalTree*, int&, int&)
  0.00      0.56     0.00     1617     0.00     0.00  __gnu_cxx::new_allocator<DisjointIntervalTree>::new_allocator()
  0.00      0.56     0.00     1617     0.00     0.00  __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2> >::deallocate(std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2>*, unsigned long)
  0.00      0.56     0.00     1617     0.00     0.00  __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2> >::allocate(unsigned long, void const*)
  0.00      0.56     0.00     1617     0.00     0.00  __gnu_cxx::new_allocator<std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2> >::max_size() const
  0.00      0.56     0.00     1617     0.00     0.00  std::allocator<DisjointIntervalTree>::allocator()
  0.00      0.56     0.00     1617     0.00     0.00  std::shared_ptr<DisjointIntervalTree>::shared_ptr<std::allocator<DisjointIntervalTree>, int&, int&>(std::_Sp_alloc_shared_tag<std::allocator<DisjointIntervalTree> >, int&, int&)
  0.00      0.56     0.00     1617     0.00     0.00  std::shared_ptr<DisjointIntervalTree>::operator=(std::shared_ptr<DisjointIntervalTree>&&)
  0.00      0.56     0.00     1617     0.00     0.00  std::enable_if<!std::__shared_ptr<DisjointIntervalTree, (__gnu_cxx::_Lock_policy)2>::__has_esft_base<DisjointIntervalTree, void>::value, void>::type std::__shared_ptr<DisjointIntervalTree, (__gnu_cxx::_Lock_policy)2>::_M_enable_shared_from_this_with<DisjointIntervalTree, DisjointIntervalTree>(DisjointIntervalTree*)
  0.00      0.56     0.00     1617     0.00     0.00  std::__shared_ptr<DisjointIntervalTree, (__gnu_cxx::_Lock_policy)2>::swap(std::__shared_ptr<DisjointIntervalTree, (__gnu_cxx::_Lock_policy)2>&)
  0.00      0.56     0.00     1617     0.00     0.00  std::__shared_ptr<DisjointIntervalTree, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<DisjointIntervalTree, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      0.56     0.00     1617     0.00     0.00  std::__shared_ptr<DisjointIntervalTree, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<std::allocator<DisjointIntervalTree>, int&, int&>(std::_Sp_alloc_shared_tag<std::allocator<DisjointIntervalTree> >, int&, int&)
  0.00      0.56     0.00     1617     0.00     0.00  std::__shared_ptr<DisjointIntervalTree, (__gnu_cxx::_Lock_policy)2>::operator=(std::__shared_ptr<DisjointIntervalTree, (__gnu_cxx::_Lock_policy)2>&&)
  0.00      0.56     0.00     1617     0.00     0.00  std::_Sp_ebo_helper<0, std::allocator<DisjointIntervalTree>, true>::_Sp_ebo_helper(std::allocator<DisjointIntervalTree> const&)
  0.00      0.56     0.00     1617     0.00     0.00  std::_Sp_ebo_helper<0, std::allocator<DisjointIntervalTree>, true>::~_Sp_ebo_helper()
  0.00      0.56     0.00     1617     0.00     0.00  std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, int&, int&>(DisjointIntervalTree*&, std::_Sp_alloc_shared_tag<std::allocator<DisjointIntervalTree> >, int&, int&)
  0.00      0.56     0.00     1617     0.00     0.00  std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2> > >::get()
  0.00      0.56     0.00     1617     0.00     0.00  std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2> > >::operator=(decltype(nullptr))
  0.00      0.56     0.00     1617     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release()
  0.00      0.56     0.00     1617     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_Sp_counted_base()
  0.00      0.56     0.00     1617     0.00     0.00  std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::~_Sp_counted_base()
  0.00      0.56     0.00     1617     0.00     0.00  void std::allocator_traits<std::allocator<DisjointIntervalTree> >::destroy<DisjointIntervalTree>(std::allocator<DisjointIntervalTree>&, DisjointIntervalTree*)
  0.00      0.56     0.00     1617     0.00     0.00  void std::allocator_traits<std::allocator<DisjointIntervalTree> >::construct<DisjointIntervalTree, int&, int&>(std::allocator<DisjointIntervalTree>&, DisjointIntervalTree*, int&, int&)
  0.00      0.56     0.00     1617     0.00     0.00  std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2> > >::deallocate(std::allocator<std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2>*, unsigned long)
  0.00      0.56     0.00     1617     0.00     0.00  std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2> > >::allocate(std::allocator<std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2> >&, unsigned long)
  0.00      0.56     0.00     1617     0.00     0.00  std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2>::_M_destroy()
  0.00      0.56     0.00     1617     0.00     0.00  std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2>::_M_dispose()
  0.00      0.56     0.00     1617     0.00     0.00  std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2>::_Impl::_Impl(std::allocator<DisjointIntervalTree>)
  0.00      0.56     0.00     1617     0.00     0.00  std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2>::_Impl::~_Impl()
  0.00      0.56     0.00     1617     0.00     0.00  std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<int&, int&>(std::allocator<DisjointIntervalTree>, int&, int&)
  0.00      0.56     0.00     1617     0.00     0.00  std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace()
  0.00      0.56     0.00     1617     0.00     0.00  std::shared_ptr<DisjointIntervalTree> std::make_shared<DisjointIntervalTree, int&, int&>(int&, int&)
  0.00      0.56     0.00     1617     0.00     0.00  std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2>* std::__to_address<std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2> >(std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2>*)
  0.00      0.56     0.00     1617     0.00     0.00  std::shared_ptr<DisjointIntervalTree> std::allocate_shared<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, int&, int&>(std::allocator<DisjointIntervalTree> const&, int&, int&)
  0.00      0.56     0.00     1617     0.00     0.00  std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<DisjointIntervalTree, std::allocator<DisjointIntervalTree>, (__gnu_cxx::_Lock_policy)2> >&)
  0.00      0.56     0.00     1617     0.00     0.00  std::remove_reference<std::shared_ptr<DisjointIntervalTree>&>::type&& std::move<std::shared_ptr<DisjointIntervalTree>&>(std::shared_ptr<DisjointIntervalTree>&)
  0.00      0.56     0.00     1617     0.00     0.00  std::remove_reference<std::__shared_ptr<DisjointIntervalTree, (__gnu_cxx::_Lock_policy)2>&>::type&& std::move<std::__shared_ptr<DisjointIntervalTree, (__gnu_cxx::_Lock_policy)2>&>(std::__shared_ptr<DisjointIntervalTree, (__gnu_cxx::_Lock_policy)2>&)
  0.00      0.56     0.00     1617     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<DisjointIntervalTree*> >, std::is_move_constructible<DisjointIntervalTree*>, std::is_move_assignable<DisjointIntervalTree*> >::value, void>::type std::swap<DisjointIntervalTree*>(DisjointIntervalTree*&, DisjointIntervalTree*&)
  0.00      0.56     0.00     1611     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > >::destroy<boost::icl::discrete_interval<int, std::less> >(boost::icl::discrete_interval<int, std::less>*)
  0.00      0.56     0.00     1611     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > >::allocate(unsigned long, void const*)
  0.00      0.56     0.00     1611     0.00     0.00  void __gnu_cxx::new_allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > >::construct<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less> const&>(boost::icl::discrete_interval<int, std::less>*, boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1611     0.00     0.00  __gnu_cxx::new_allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > >::max_size() const
  0.00      0.56     0.00     1611     0.00     0.00  std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >* std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_Alloc_node::operator()<boost::icl::discrete_interval<int, std::less> const&>(boost::icl::discrete_interval<int, std::less> const&) const
  0.00      0.56     0.00     1611     0.00     0.01  std::allocator_traits<std::allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > > >::deallocate(std::allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > >&, std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >*, unsigned long)
  0.00      0.56     0.00     1611     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > > >::destroy<boost::icl::discrete_interval<int, std::less> >(std::allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > >&, boost::icl::discrete_interval<int, std::less>*)
  0.00      0.56     0.00     1611     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > > >::allocate(std::allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > >&, unsigned long)
  0.00      0.56     0.00     1611     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > > >::construct<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less> const&>(std::allocator<std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> > >&, boost::icl::discrete_interval<int, std::less>*, boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1611     0.00     0.00  std::_Rb_tree_iterator<boost::icl::discrete_interval<int, std::less> > std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_insert_<boost::icl::discrete_interval<int, std::less> const&, std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, boost::icl::discrete_interval<int, std::less> const&, std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_Alloc_node&)
  0.00      0.56     0.00     1611     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_Alloc_node::_Alloc_node(std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >&)
  0.00      0.56     0.00     1611     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_get_node()
  0.00      0.56     0.00     1611     0.00     0.01  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_put_node(std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >*)
  0.00      0.56     0.00     1611     0.00     0.01  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_drop_node(std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >*)
  0.00      0.56     0.00     1611     0.00     0.00  std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >* std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_create_node<boost::icl::discrete_interval<int, std::less> const&>(boost::icl::discrete_interval<int, std::less> const&)
  0.00      0.56     0.00     1611     0.00     0.00  std::_Rb_tree<boost::icl::discrete_interval<int, std::less>, boost::icl::discrete_interval<int, std::less>, std::_Identity<boost::icl::discrete_interval<int, std::less> >, boost::icl::exclusive_less_than<boost::icl::discrete_interval<int, std::less> >, std::allocator<boost::icl::discrete_interval<int, std::less> > >::_M_destroy_node(std::_Rb_tree_node<boost::icl::discrete_interval<int, std::less> >*)
